"","mean.vote","min.vote","max.vote","med.vote","min.aid_dum","max.aid_dum","mean.total_mean","min.total_mean","max.total_mean","med.total_mean","mean.total_uni","min.total_uni","max.total_uni","med.total_uni","mean.total_loan","min.total_loan","max.total_loan","med.total_loan","mean.total_ent","min.total_ent","max.total_ent","med.total_ent","mean.total","min.total","max.total","med.total","mean.ed","min.ed","max.ed","med.ed","mean.pa","min.pa","max.pa","med.pa","mean.trust","min.trust","max.trust","med.trust","mean.say","min.say","max.say","med.say","mean.income","min.income","max.income","med.income"
"1",3.65652173913043,1,4,4,0,1,1.64130434782609,0,9,1,0.458695652173913,0,3,0,0.276086956521739,0,2,0,0.758695652173913,0,5,0,3.75869565217391,0,13,3,2.52826086956522,1,4,3,1.48478260869565,1,4,1,1.58913043478261,1,2,2,1.62391304347826,1,4,2,3.28260869565217,1,7,3
"2",3.65652173913043,1,4,4,0,1,1.64130434782609,0,9,1,0.458695652173913,0,3,0,0.276086956521739,0,2,0,0.758695652173913,0,5,0,3.75869565217391,0,13,3,2.52826086956522,1,4,3,1.48478260869565,1,4,1,1.58913043478261,1,2,2,1.62391304347826,1,4,2,3.28260869565217,1,7,3
"3",3.65652173913043,1,4,4,0,1,1.64130434782609,0,9,1,0.458695652173913,0,3,0,0.276086956521739,0,2,0,0.758695652173913,0,5,0,3.75869565217391,0,13,3,2.52826086956522,1,4,3,1.48478260869565,1,4,1,1.58913043478261,1,2,2,1.62391304347826,1,4,2,3.28260869565217,1,7,3
"4",3.65652173913043,1,4,4,0,1,1.64130434782609,0,9,1,0.458695652173913,0,3,0,0.276086956521739,0,2,0,0.758695652173913,0,5,0,3.75869565217391,0,13,3,2.52826086956522,1,4,3,1.48478260869565,1,4,1,1.58913043478261,1,2,2,1.62391304347826,1,4,2,3.28260869565217,1,7,3
"5",3.65652173913043,1,4,4,0,1,1.64130434782609,0,9,1,0.458695652173913,0,3,0,0.276086956521739,0,2,0,0.758695652173913,0,5,0,3.75869565217391,0,13,3,2.52826086956522,1,4,3,1.48478260869565,1,4,1,1.58913043478261,1,2,2,1.62391304347826,1,4,2,3.28260869565217,1,7,3
"6",3.65652173913043,1,4,4,0,1,1.64130434782609,0,9,1,0.458695652173913,0,3,0,0.276086956521739,0,2,0,0.758695652173913,0,5,0,3.75869565217391,0,13,3,2.52826086956522,1,4,3,1.48478260869565,1,4,1,1.58913043478261,1,2,2,1.62391304347826,1,4,2,3.28260869565217,1,7,3
"7",3.65652173913043,1,4,4,0,1,1.64130434782609,0,9,1,0.458695652173913,0,3,0,0.276086956521739,0,2,0,0.758695652173913,0,5,0,3.75869565217391,0,13,3,2.52826086956522,1,4,3,1.48478260869565,1,4,1,1.58913043478261,1,2,2,1.62391304347826,1,4,2,3.28260869565217,1,7,3
"8",3.65652173913043,1,4,4,0,1,1.64130434782609,0,9,1,0.458695652173913,0,3,0,0.276086956521739,0,2,0,0.758695652173913,0,5,0,3.75869565217391,0,13,3,2.52826086956522,1,4,3,1.48478260869565,1,4,1,1.58913043478261,1,2,2,1.62391304347826,1,4,2,3.28260869565217,1,7,3
"9",3.65652173913043,1,4,4,0,1,1.64130434782609,0,9,1,0.458695652173913,0,3,0,0.276086956521739,0,2,0,0.758695652173913,0,5,0,3.75869565217391,0,13,3,2.52826086956522,1,4,3,1.48478260869565,1,4,1,1.58913043478261,1,2,2,1.62391304347826,1,4,2,3.28260869565217,1,7,3
"10",3.65652173913043,1,4,4,0,1,1.64130434782609,0,9,1,0.458695652173913,0,3,0,0.276086956521739,0,2,0,0.758695652173913,0,5,0,3.75869565217391,0,13,3,2.52826086956522,1,4,3,1.48478260869565,1,4,1,1.58913043478261,1,2,2,1.62391304347826,1,4,2,3.28260869565217,1,7,3
"11",3.65652173913043,1,4,4,0,1,1.64130434782609,0,9,1,0.458695652173913,0,3,0,0.276086956521739,0,2,0,0.758695652173913,0,5,0,3.75869565217391,0,13,3,2.52826086956522,1,4,3,1.48478260869565,1,4,1,1.58913043478261,1,2,2,1.62391304347826,1,4,2,3.28260869565217,1,7,3
"12",3.65652173913043,1,4,4,0,1,1.64130434782609,0,9,1,0.458695652173913,0,3,0,0.276086956521739,0,2,0,0.758695652173913,0,5,0,3.75869565217391,0,13,3,2.52826086956522,1,4,3,1.48478260869565,1,4,1,1.58913043478261,1,2,2,1.62391304347826,1,4,2,3.28260869565217,1,7,3
"13",3.65652173913043,1,4,4,0,1,1.64130434782609,0,9,1,0.458695652173913,0,3,0,0.276086956521739,0,2,0,0.758695652173913,0,5,0,3.75869565217391,0,13,3,2.52826086956522,1,4,3,1.48478260869565,1,4,1,1.58913043478261,1,2,2,1.62391304347826,1,4,2,3.28260869565217,1,7,3
"14",3.65652173913043,1,4,4,0,1,1.64130434782609,0,9,1,0.458695652173913,0,3,0,0.276086956521739,0,2,0,0.758695652173913,0,5,0,3.75869565217391,0,13,3,2.52826086956522,1,4,3,1.48478260869565,1,4,1,1.58913043478261,1,2,2,1.62391304347826,1,4,2,3.28260869565217,1,7,3
"15",3.65652173913043,1,4,4,0,1,1.64130434782609,0,9,1,0.458695652173913,0,3,0,0.276086956521739,0,2,0,0.758695652173913,0,5,0,3.75869565217391,0,13,3,2.52826086956522,1,4,3,1.48478260869565,1,4,1,1.58913043478261,1,2,2,1.62391304347826,1,4,2,3.28260869565217,1,7,3
"16",3.65652173913043,1,4,4,0,1,1.64130434782609,0,9,1,0.458695652173913,0,3,0,0.276086956521739,0,2,0,0.758695652173913,0,5,0,3.75869565217391,0,13,3,2.52826086956522,1,4,3,1.48478260869565,1,4,1,1.58913043478261,1,2,2,1.62391304347826,1,4,2,3.28260869565217,1,7,3
"17",3.65652173913043,1,4,4,0,1,1.64130434782609,0,9,1,0.458695652173913,0,3,0,0.276086956521739,0,2,0,0.758695652173913,0,5,0,3.75869565217391,0,13,3,2.52826086956522,1,4,3,1.48478260869565,1,4,1,1.58913043478261,1,2,2,1.62391304347826,1,4,2,3.28260869565217,1,7,3
"18",3.65652173913043,1,4,4,0,1,1.64130434782609,0,9,1,0.458695652173913,0,3,0,0.276086956521739,0,2,0,0.758695652173913,0,5,0,3.75869565217391,0,13,3,2.52826086956522,1,4,3,1.48478260869565,1,4,1,1.58913043478261,1,2,2,1.62391304347826,1,4,2,3.28260869565217,1,7,3
"19",3.65652173913043,1,4,4,0,1,1.64130434782609,0,9,1,0.458695652173913,0,3,0,0.276086956521739,0,2,0,0.758695652173913,0,5,0,3.75869565217391,0,13,3,2.52826086956522,1,4,3,1.48478260869565,1,4,1,1.58913043478261,1,2,2,1.62391304347826,1,4,2,3.28260869565217,1,7,3
"20",3.65652173913043,1,4,4,0,1,1.64130434782609,0,9,1,0.458695652173913,0,3,0,0.276086956521739,0,2,0,0.758695652173913,0,5,0,3.75869565217391,0,13,3,2.52826086956522,1,4,3,1.48478260869565,1,4,1,1.58913043478261,1,2,2,1.62391304347826,1,4,2,3.28260869565217,1,7,3
