allwt,INCOME,white,VOTE,VOTE_F,EDUC,FDSTMPd,FDSTMP,SOCSECd,SOCSECf,MEDAIDd,MEDICAID,MEDICAREd,MEDICAREf,WELFAREd,WELFARE,EITCd,EITCf,UNEMPLOYd,UNEMPLOYf,GOVTPENd,GOVTPENf,PUBHOUd,PUBHOU,DISABITYd,DISABITYf,WICd,WICf,HEADf,HEADd,COLLGRNTf,COLLGRNTd,STULOANSf,STULOANSd,VETBENf,VETBENd,WRKCOMPf,WRKCOMPd,BUSLOANf,BUSLOANd,GIBILLf,GIBILLd,MTGDEDTf,MTGDEDTd,PTYIDd,PTYIDf,FOLLOWPA,sex,TRUSTOFF,PEOPSAY,Total
1.44375,2,1,2,Usually,4,0,R's Family,0,R's Family,0,1,0,None,0,R's Family,0,None,0,None,0,R's Family,0,None,0,None,0,None,None,0,R and R's Family,1,Respondent,1,None,0,None,0,None,0,None,0,R and R's Family,1,1,Republican,1,2,2,2,4
0.525,3,1,1,Always,3,0,None,0,None,0,2,0,None,0,None,1,Respondent,0,None,0,None,0,None,0,None,0,None,None,0,None,0,None,0,None,0,None,0,None,0,None,0,Respondent,1,1,Republican,1,2,2,2,3
0.6125,5,1,1,Always,3,0,None,0,None,0,2,0,None,0,None,0,None,0,R's Family,0,None,0,None,0,None,0,None,None,0,None,0,Respondent,1,R's Family,0,None,0,None,0,R's Family,0,R's Family,0,1,Republican,1,2,1,2,2
1.3125,4,1,2,Usually,3,0,None,0,None,0,1,0,None,0,None,0,R's Family,0,None,0,None,0,None,0,None,0,None,None,0,None,0,Respondent,1,Respondent,1,None,0,None,0,None,0,None,0,0,Democrat,1,1,2,2,3
0.7,4,1,1,Always,4,1,Respondent,0,R's Family,0,1,0,R's Family,0,None,0,R's Family,1,Respondent,0,None,0,None,0,None,1,Respondent,Respondent,1,R's Family,0,Respondent,1,R's Family,0,None,0,None,0,R's Family,0,Respondent,1,0,Democrat,1,1,1,2,7
1.3125,5,1,2,Usually,3,0,None,0,None,0,2,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,None,0,None,0,R's Family,0,None,0,None,0,None,0,None,0,R and R's Family,1,1,Republican,1,1,1,2,2
0.525,2,1,1,Always,3,0,None,1,R and R's Family,0,4,0,R's Family,0,None,0,None,0,None,0,None,0,None,0,None,0,None,R's Family,0,R's Family,0,R's Family,0,None,0,R's Family,0,None,0,None,0,R's Family,0,0,Democrat,2,2,2,2,2
0.91875,1,1,1,Always,4,0,None,1,Respondent,0,1,1,Respondent,0,None,0,None,1,Respondent,0,None,0,None,0,None,0,None,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,1,Republican,1,1,1,2,4
0.91875,5,1,1,Always,1,0,None,0,R's Family,0,1,1,Respondent,0,None,1,Respondent,0,R's Family,0,None,0,None,0,None,0,None,None,0,R's Family,0,R's Family,0,R's Family,0,Respondent,1,None,0,R's Family,0,R and R's Family,1,1,Republican,1,1,1,2,5
1.1375,2,1,1,Always,1,0,None,0,None,0,2,0,None,0,None,1,R and R's Family,0,R's Family,0,None,0,None,0,None,1,Respondent,None,0,None,0,None,0,None,0,None,0,None,0,None,0,R and R's Family,1,1,Republican,1,2,2,2,4
0.525,3,1,1,Always,4,0,None,1,R and R's Family,0,1,1,R and R's Family,0,None,0,None,0,R's Family,0,None,0,None,0,None,0,None,None,0,R's Family,0,R's Family,0,R's Family,0,R and R's Family,1,None,0,R's Family,0,R and R's Family,1,0,Democrat,1,2,2,2,5
1.44375,1,1,4,Not at all,2,0,R's Family,0,R's Family,0,1,0,R's Family,0,None,1,R and R's Family,0,None,0,R's Family,0,R's Family,0,R's Family,0,R's Family,None,0,None,0,R's Family,0,None,0,None,0,R's Family,0,R's Family,0,R's Family,0,0,Democrat,1,2,2,2,2
0.525,2,1,1,Always,3,0,None,1,R and R's Family,0,2,1,R and R's Family,0,None,0,None,1,Respondent,0,R's Family,0,None,0,None,0,None,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,0,Democrat,1,2,2,2,4
6.536,3,0,1,Always,1,0,None,0,None,0,3,0,None,0,None,0,None,0,None,0,None,0,None,1,R and R's Family,0,None,None,0,None,0,Respondent,1,None,0,None,0,None,0,None,0,R and R's Family,1,1,Republican,1,1,2,2,3
0.525,1,1,1,Always,2,0,None,1,Respondent,0,1,1,Respondent,0,None,0,None,0,None,1,Respondent,0,None,0,None,0,None,None,0,R's Family,0,R's Family,0,None,0,None,0,None,0,None,0,None,0,0,Democrat,1,2,2,2,4
0.6125,2,1,1,Always,4,0,None,0,None,0,1,0,None,0,None,1,Respondent,0,None,0,None,0,None,0,None,0,None,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,1,Republican,2,2,2,2,2
1.3125,6,1,1,Always,2,0,R's Family,0,R's Family,0,3,0,R's Family,0,None,0,None,0,R's Family,0,None,0,None,0,None,0,R's Family,R and R's Family,1,R's Family,0,R's Family,0,R's Family,0,None,0,R's Family,0,None,0,Respondent,1,1,Republican,1,1,2,2,3
0.525,2,1,1,Always,3,0,None,1,Respondent,0,1,1,Respondent,0,None,0,None,0,None,0,None,0,None,0,None,0,R's Family,None,0,R's Family,0,None,0,None,0,None,0,None,0,None,0,R's Family,0,0,Democrat,1,2,1,1,3
1.1375,7,1,1,Always,3,0,None,0,None,0,2,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,0,Democrat,1,2,2,2,1
1.3125,4,1,1,Always,3,0,None,1,Respondent,0,2,0,None,0,None,0,R's Family,1,Respondent,0,R's Family,0,None,0,None,0,None,None,0,Respondent,1,None,0,None,0,None,0,None,0,None,0,Respondent,1,1,Republican,1,1,2,2,5
0.6125,2,1,1,Always,1,0,None,0,R's Family,0,3,0,None,0,None,1,R and R's Family,0,R's Family,0,None,0,None,0,None,0,None,None,0,None,0,None,0,None,0,None,0,None,0,None,0,R's Family,0,1,Republican,1,2,2,2,2
0.7,3,1,1,Always,4,0,None,0,R's Family,0,1,0,R's Family,0,None,0,None,0,None,0,None,0,None,0,None,0,None,None,0,None,0,None,0,R's Family,0,None,0,None,0,None,0,R's Family,0,0,Democrat,1,1,1,2,1
0.7,3,1,1,Always,3,0,None,0,None,0,1,0,None,0,None,0,None,0,None,1,Respondent,0,None,0,None,0,None,None,0,R and R's Family,1,None,0,None,0,None,0,None,0,None,0,None,0,0,Democrat,4,1,1,1,3
0.525,2,1,1,Always,1,0,None,1,R and R's Family,0,1,1,R and R's Family,0,None,0,None,0,None,0,None,0,None,0,None,0,None,None,0,None,0,None,0,Respondent,1,None,0,None,0,R's Family,0,None,0,0,Democrat,2,2,2,1,4
0.525,1,1,1,Always,1,0,None,1,R and R's Family,0,1,1,R and R's Family,0,None,0,None,1,R and R's Family,0,None,0,None,0,None,0,None,None,0,None,0,None,0,R's Family,0,R and R's Family,1,None,0,R's Family,0,None,0,1,Republican,2,2,2,2,5
0.91875,2,1,1,Always,1,0,None,1,R and R's Family,0,2,1,R and R's Family,0,None,0,R's Family,0,None,0,None,0,None,0,R's Family,0,R's Family,None,0,R's Family,0,R's Family,0,None,0,Respondent,1,None,0,None,0,None,0,0,Democrat,1,1,2,2,4
1.1375,5,1,1,Always,3,1,R and R's Family,0,R's Family,0,1,0,R's Family,1,R and R's Family,1,R and R's Family,0,R's Family,0,None,1,R and R's Family,1,R and R's Family,0,None,R and R's Family,1,None,0,None,0,R and R's Family,1,None,0,None,0,None,0,R and R's Family,1,1,Republican,1,2,1,2,9
1.88125,7,1,1,Always,3,0,None,0,R's Family,0,2,0,R's Family,0,None,1,R and R's Family,0,R's Family,0,None,0,None,0,None,0,None,None,0,R's Family,0,R and R's Family,1,None,0,None,0,R's Family,0,None,0,R's Family,0,1,Republican,1,1,2,2,3
0.5133,2,1,1,Always,2,0,R's Family,0,R's Family,0,2,0,R's Family,0,R's Family,0,None,1,Respondent,0,None,0,None,0,R's Family,0,R's Family,None,0,None,0,R's Family,0,R's Family,0,Respondent,1,None,0,None,0,Respondent,1,0,Democrat,2,2,2,1,4
1.5573000000000001,3,1,1,Always,2,0,None,0,R's Family,0,1,0,R's Family,0,None,0,None,0,None,0,None,0,None,0,None,0,None,None,0,None,0,None,0,R's Family,0,None,0,None,0,None,0,None,0,0,Democrat,2,1,2,1,1
0.6786,2,1,1,Always,1,0,None,1,Respondent,1,2,1,Respondent,0,None,0,None,0,None,0,None,0,None,0,None,0,None,None,0,None,0,None,0,None,0,Respondent,1,None,0,None,0,None,0,1,Republican,1,1,2,1,5
0.9744,7,1,1,Always,4,0,None,0,R's Family,1,2,1,R and R's Family,0,None,0,None,0,None,1,Respondent,0,None,1,Respondent,0,None,None,0,Respondent,1,Respondent,1,Respondent,1,None,0,None,0,Respondent,1,Respondent,1,1,Republican,1,1,1,2,10
1.5573000000000001,7,1,1,Always,4,0,None,0,R's Family,0,2,0,None,0,None,0,None,0,None,0,R's Family,0,None,0,None,0,None,None,0,R's Family,0,None,0,None,0,None,0,None,0,None,0,R and R's Family,1,1,Republican,1,1,2,2,2
1.0614,3,1,1,Always,3,0,R's Family,0,R's Family,0,3,0,R's Family,0,None,0,R's Family,0,R's Family,0,None,0,R's Family,0,None,0,R's Family,R's Family,0,None,0,R's Family,0,None,0,R's Family,0,None,0,None,0,None,0,0,Democrat,1,2,2,1,1
1.3734000000000002,3,0,2,Usually,1,0,None,1,Respondent,0,3,1,Respondent,0,None,0,None,0,R's Family,0,R's Family,0,None,0,None,0,None,None,0,R's Family,0,R's Family,0,R's Family,0,R's Family,0,None,0,R's Family,0,Respondent,1,1,Republican,2,2,2,2,3
0.5133,2,1,3,Sometimes,1,1,Respondent,0,R's Family,0,1,0,None,0,R's Family,0,R's Family,0,R's Family,0,None,0,None,0,None,0,R's Family,R's Family,0,R's Family,0,None,0,None,0,None,0,None,0,None,0,None,0,0,Democrat,2,2,1,1,2
0.9744,3,1,1,Always,3,0,None,0,R's Family,0,1,0,R's Family,0,None,0,None,0,R's Family,1,Respondent,0,None,0,None,0,None,None,0,None,0,None,0,R's Family,0,None,0,None,0,None,0,Respondent,1,0,Democrat,2,1,2,1,3
1.8182999999999998,2,1,1,Always,1,0,None,0,None,0,2,0,None,0,None,0,None,0,None,0,None,0,None,0,R's Family,0,None,None,0,None,0,R's Family,0,None,0,None,0,None,0,None,0,None,0,0,Democrat,1,1,2,1,1
0.9744,7,1,1,Always,4,0,R's Family,0,R's Family,0,2,1,R and R's Family,0,R's Family,0,R's Family,0,R's Family,1,Respondent,0,None,0,None,0,R's Family,R's Family,0,Respondent,1,Respondent,1,R's Family,0,None,0,None,0,R's Family,0,Respondent,1,0,Democrat,1,1,1,2,6
1.0614,3,1,1,Always,2,0,None,0,R's Family,0,2,0,R's Family,0,R's Family,0,None,1,Respondent,1,R and R's Family,0,None,0,R's Family,0,None,None,0,Respondent,1,None,0,None,0,None,0,None,0,None,0,None,0,1,Republican,2,2,2,2,4
0.5481,2,1,1,Always,1,0,None,1,R and R's Family,1,1,1,R and R's Family,0,None,0,None,0,None,0,None,0,None,0,None,0,None,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,0,Democrat,2,2,2,1,4
0.5133,2,1,1,Always,3,0,None,0,R's Family,0,1,0,R's Family,0,None,1,R and R's Family,1,Respondent,0,None,0,None,0,None,0,None,None,0,None,0,R and R's Family,1,R's Family,0,None,0,None,0,None,0,None,0,0,Democrat,1,2,1,1,4
0.9744,4,1,1,Always,4,0,None,0,R's Family,0,2,0,R's Family,0,R's Family,0,None,0,None,0,None,0,None,0,None,0,None,None,0,R's Family,0,R's Family,0,None,0,None,0,None,0,None,0,None,0,1,Republican,2,1,2,2,1
0.5481,1,1,1,Always,1,0,None,1,R and R's Family,0,1,1,R and R's Family,0,None,0,None,1,Respondent,0,None,0,None,0,None,0,None,None,0,None,0,None,0,None,0,None,0,None,0,R's Family,0,Respondent,1,0,Democrat,1,2,1,2,5
1.5573000000000001,2,1,1,Always,1,0,None,0,None,0,3,0,None,0,None,1,Respondent,0,None,0,None,0,None,0,None,0,None,Respondent,1,None,0,None,0,Respondent,1,Respondent,1,None,0,Respondent,1,Respondent,1,1,Republican,2,1,2,1,7
1.7935999999999999,1,0,1,Always,1,0,R's Family,0,None,0,1,0,R's Family,0,R's Family,0,R's Family,0,None,0,None,0,None,0,R's Family,0,None,None,0,R's Family,0,R's Family,0,R's Family,0,None,0,None,0,None,0,R's Family,0,0,Democrat,1,2,2,1,0
0.6786,3,1,2,Usually,3,0,R's Family,0,R's Family,0,1,0,R's Family,0,None,0,R's Family,0,R's Family,0,None,0,None,0,None,0,R's Family,None,0,None,0,R and R's Family,1,R's Family,0,None,0,None,0,R's Family,0,R's Family,0,1,Republican,1,1,1,1,2
0.5133,3,1,1,Always,3,0,None,0,None,0,1,0,None,0,None,0,None,0,None,0,R's Family,0,None,0,None,0,None,None,0,R's Family,0,None,0,None,0,None,0,None,0,None,0,R and R's Family,1,1,Republican,2,2,1,1,2
0.6786,2,1,1,Always,1,1,Respondent,1,Respondent,0,3,0,None,0,None,0,None,1,Respondent,0,None,0,None,0,None,0,None,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,0,Democrat,1,1,2,1,4
1.0614,2,1,4,Not at all,1,0,R's Family,0,R's Family,0,2,0,None,0,R's Family,1,R and R's Family,0,None,0,None,0,None,0,None,0,None,None,0,None,0,None,0,None,0,R's Family,0,None,0,None,0,None,0,1,Republican,1,2,1,2,2
0.9744,3,1,1,Always,4,0,None,0,None,0,1,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,None,0,None,0,None,0,None,0,None,0,None,0,None,0,Respondent,1,0,Democrat,1,1,2,1,2
0.5481,2,1,1,Always,2,0,None,0,R's Family,0,2,0,R's Family,0,None,0,None,1,Respondent,0,R's Family,0,None,0,None,0,None,None,0,None,0,None,0,R's Family,0,R's Family,0,None,0,R's Family,0,R's Family,0,0,Democrat,1,2,2,1,2
0.5481,2,1,1,Always,1,0,None,0,None,0,1,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,None,0,None,0,R and R's Family,1,None,0,None,0,None,0,None,0,R and R's Family,1,0,Democrat,1,2,2,2,3
3.7088,4,0,1,Always,3,0,R's Family,0,R's Family,0,1,0,R's Family,0,None,1,Respondent,0,R's Family,0,None,0,None,0,R's Family,0,None,None,0,R's Family,0,None,0,R's Family,0,None,0,None,0,R's Family,0,None,0,0,Democrat,2,2,1,2,1
0.9744,2,1,1,Always,4,0,None,1,Respondent,0,1,0,R's Family,0,R's Family,1,Respondent,0,None,0,None,0,None,1,Respondent,0,None,None,0,Respondent,1,Respondent,1,R's Family,0,R's Family,0,None,0,None,0,Respondent,1,0,Democrat,2,1,2,1,7
0.5133,3,1,1,Always,3,0,None,0,R's Family,0,1,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,None,0,None,0,R's Family,0,None,0,None,0,None,0,R's Family,0,R and R's Family,1,0,Democrat,1,2,2,2,2
0.5133,2,1,1,Always,3,1,R and R's Family,0,None,1,2,0,None,1,R and R's Family,1,R and R's Family,0,None,0,None,1,R and R's Family,0,None,1,R and R's Family,None,0,Respondent,1,Respondent,1,None,0,None,0,None,0,None,0,None,0,0,Democrat,2,2,2,2,9
0.5481,1,1,1,Always,1,0,None,1,R and R's Family,0,1,0,R's Family,0,None,0,None,0,None,0,None,0,None,0,None,0,None,None,0,None,0,None,0,None,0,None,0,None,0,None,0,Respondent,1,1,Republican,1,2,2,1,3
0.6786,3,1,1,Always,2,0,None,1,R and R's Family,0,1,0,None,0,None,1,Respondent,0,None,0,None,0,None,0,None,0,None,None,0,None,0,Respondent,1,None,0,None,0,None,0,None,0,None,0,1,Republican,2,1,1,2,4
0.5133,6,1,1,Always,4,0,None,0,R's Family,0,2,0,R's Family,0,None,1,R and R's Family,0,R's Family,0,None,0,None,0,None,0,None,None,0,None,0,None,0,None,0,None,0,None,0,None,0,R and R's Family,1,0,Democrat,2,2,2,2,3
1.8182999999999998,7,1,1,Always,4,0,None,0,None,0,3,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,None,0,None,0,R and R's Family,1,None,0,None,0,None,0,None,0,R and R's Family,1,1,Republican,1,1,2,2,3
0.5133,2,1,1,Always,2,0,None,0,R's Family,0,1,0,None,0,R's Family,1,Respondent,1,Respondent,0,None,0,None,0,None,0,R's Family,None,0,Respondent,1,R's Family,0,R's Family,0,None,0,None,0,R's Family,0,None,0,1,Republican,2,2,2,1,4
0.9744,1,1,3,Sometimes,3,1,Respondent,0,None,0,3,0,None,1,Respondent,1,Respondent,0,None,0,None,0,None,0,None,0,None,None,0,Respondent,1,Respondent,1,None,0,Respondent,1,None,0,None,0,None,0,1,Republican,1,1,2,1,7
0.6786,6,1,1,Always,4,0,None,0,None,0,1,0,None,0,None,0,None,0,R's Family,0,None,0,None,0,None,0,None,None,0,R's Family,0,R's Family,0,None,0,None,0,None,0,None,0,Respondent,1,0,Democrat,1,1,1,2,2
0.5133,3,1,1,Always,2,0,R's Family,1,Respondent,0,2,0,R's Family,0,None,1,Respondent,0,None,1,Respondent,0,None,0,R's Family,0,R's Family,R's Family,0,Respondent,1,R's Family,0,R's Family,0,None,0,None,0,None,0,None,0,0,Democrat,2,2,2,2,5
0.5133,7,1,1,Always,3,0,None,0,None,0,1,0,None,0,None,0,None,0,None,0,None,0,None,0,None,1,Respondent,None,0,None,0,R and R's Family,1,None,0,None,0,None,0,None,0,Respondent,1,1,Republican,2,2,2,2,4
0.5133,6,1,1,Always,3,0,R's Family,0,R's Family,0,3,0,R's Family,0,None,0,None,0,None,0,None,0,R's Family,1,Respondent,0,R's Family,None,0,R's Family,0,R's Family,0,None,0,None,0,None,0,Respondent,1,None,0,1,Republican,1,2,2,2,3
0.5133,3,1,1,Always,3,0,None,0,None,0,1,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,R's Family,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,1,Republican,1,2,2,1,1
0.5133,6,1,1,Always,3,0,R's Family,0,R's Family,0,1,0,R's Family,0,R's Family,0,None,1,R and R's Family,0,None,0,R's Family,0,None,0,None,None,0,R's Family,0,R's Family,0,None,0,None,0,None,0,None,0,R and R's Family,1,1,Republican,1,2,2,2,3
0.5133,3,1,1,Always,1,0,None,0,R's Family,0,2,0,R's Family,0,None,0,None,1,R and R's Family,0,None,0,None,0,None,0,R's Family,None,0,None,0,None,0,R's Family,0,R's Family,0,None,0,None,0,Respondent,1,1,Republican,3,2,2,2,3
0.5481,1,1,1,Always,3,0,None,1,R and R's Family,0,1,0,R's Family,0,None,0,None,0,R's Family,0,R's Family,0,None,0,None,0,None,None,0,None,0,R's Family,0,None,0,None,0,None,0,R's Family,0,R and R's Family,1,0,Democrat,1,2,2,2,3
0.5133,3,1,2,Usually,4,0,None,0,R's Family,0,1,0,R's Family,0,None,0,None,0,None,0,None,1,Respondent,0,None,0,None,None,0,Respondent,1,Respondent,1,None,0,None,0,None,0,None,0,R and R's Family,1,0,Democrat,1,2,2,2,5
1.4629999999999999,2,0,1,Always,3,0,None,0,R's Family,0,1,0,None,0,R's Family,0,None,0,R's Family,0,None,0,None,0,R's Family,0,None,None,0,None,0,None,0,None,0,R's Family,0,None,0,None,0,None,0,1,Republican,2,1,2,1,0
1.0614,7,1,1,Always,3,0,None,0,None,0,1,0,None,0,None,0,None,1,Respondent,0,None,0,None,0,None,0,None,None,0,Respondent,1,R's Family,0,None,0,None,0,None,0,None,0,R and R's Family,1,0,Democrat,1,2,2,2,4
1.0614,4,1,4,Not at all,4,0,None,0,None,0,1,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,1,Republican,1,2,1,1,1
0.5133,7,1,1,Always,4,0,None,0,None,0,3,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,None,0,R's Family,0,None,0,R's Family,0,None,0,None,0,R's Family,0,R and R's Family,1,1,Republican,1,2,2,2,2
0.5481,3,1,2,Usually,3,0,None,1,Respondent,0,3,1,Respondent,0,None,0,None,1,Respondent,0,None,0,None,0,None,0,None,None,0,None,0,R's Family,0,None,0,None,0,None,0,None,0,Respondent,1,0,Democrat,1,2,2,1,5
0.5481,1,1,1,Always,2,1,Respondent,1,Respondent,0,2,1,Respondent,0,None,1,Respondent,1,Respondent,0,None,1,Respondent,1,Respondent,0,R's Family,Respondent,1,None,0,None,0,None,0,Respondent,1,None,0,None,0,None,0,0,Democrat,1,2,1,1,10
0.9744,4,1,2,Usually,1,0,None,0,R's Family,0,2,0,R's Family,0,None,1,Respondent,0,R's Family,0,R's Family,0,None,0,None,0,None,None,0,R's Family,0,R's Family,0,R's Family,0,R's Family,0,None,0,None,0,Respondent,1,0,Democrat,1,1,2,1,3
0.6786,3,1,1,Always,1,0,None,1,R and R's Family,1,1,1,R and R's Family,0,None,0,None,0,None,0,None,0,None,1,R and R's Family,0,None,None,0,None,0,None,0,None,0,R's Family,0,None,0,None,0,R and R's Family,1,0,Democrat,1,1,2,1,6
0.5133,3,1,2,Usually,3,1,Respondent,0,R's Family,0,1,0,None,1,Respondent,1,Respondent,0,R's Family,0,None,1,Respondent,0,None,1,Respondent,R and R's Family,1,R's Family,0,R and R's Family,1,R's Family,0,None,0,None,0,None,0,Respondent,1,1,Republican,2,2,1,2,9
1.0614,5,1,2,Usually,3,1,R and R's Family,0,R's Family,1,2,0,R's Family,0,R's Family,1,Respondent,1,R and R's Family,0,R's Family,0,R's Family,0,R's Family,1,R and R's Family,R's Family,0,Respondent,1,Respondent,1,R's Family,0,R's Family,0,None,0,R's Family,0,Respondent,1,0,Democrat,2,2,2,1,9
3.7088,2,0,2,Usually,1,0,R's Family,0,None,0,1,0,None,0,R's Family,0,R's Family,0,None,0,None,0,None,0,None,1,R and R's Family,R's Family,0,R's Family,0,R's Family,0,None,0,None,0,None,0,None,0,None,0,0,Democrat,2,2,1,2,1
0.5133,3,1,1,Always,4,0,None,0,R's Family,0,2,0,R's Family,0,None,0,None,0,None,0,None,0,None,0,None,0,None,None,0,R's Family,0,R's Family,0,None,0,None,0,None,0,None,0,R and R's Family,1,0,Democrat,3,2,2,1,2
0.9744,5,1,1,Always,4,1,Respondent,0,R's Family,0,3,0,None,0,R's Family,1,R and R's Family,1,Respondent,0,R's Family,0,None,0,None,1,Respondent,None,0,None,0,None,0,R's Family,0,Respondent,1,None,0,None,0,None,0,1,Republican,2,1,2,2,6
1.0614,2,1,1,Always,2,0,None,0,R's Family,0,1,0,R's Family,0,None,1,R and R's Family,0,None,0,None,0,None,0,R's Family,0,R's Family,R's Family,0,R's Family,0,None,0,None,0,None,0,None,0,R's Family,0,R's Family,0,1,Republican,1,2,2,2,2
1.5573000000000001,4,1,1,Always,1,0,None,0,R's Family,0,2,0,R's Family,0,None,0,None,0,None,0,None,0,None,0,None,0,None,None,0,None,0,None,0,None,0,None,0,None,0,R and R's Family,1,None,0,1,Republican,1,1,2,1,2
0.5481,2,1,1,Always,1,0,None,1,R and R's Family,0,1,1,R and R's Family,0,None,0,None,0,R's Family,0,None,0,None,0,None,0,None,None,0,R's Family,0,R's Family,0,None,0,None,0,None,0,R and R's Family,1,R and R's Family,1,0,Democrat,2,2,1,1,5
1.7935999999999999,1,0,2,Usually,1,1,Respondent,0,R's Family,1,1,0,R's Family,1,R and R's Family,0,None,0,R's Family,0,None,1,Respondent,1,Respondent,0,R's Family,R's Family,0,None,0,None,0,R's Family,0,None,0,None,0,R's Family,0,None,0,0,Democrat,2,2,2,1,5
0.5133,2,1,1,Always,2,0,None,0,R's Family,0,1,0,R's Family,0,None,0,None,0,None,0,None,0,None,0,None,0,None,None,0,None,0,R's Family,0,R's Family,0,None,0,None,0,R's Family,0,R and R's Family,1,0,Democrat,1,2,2,1,2
1.8182999999999998,1,1,1,Always,2,0,None,0,None,0,1,0,None,0,None,0,None,1,Respondent,0,None,0,None,0,None,0,None,None,0,Respondent,1,Respondent,1,None,0,None,0,None,0,None,0,None,0,0,Democrat,1,1,1,1,4
0.5481,2,1,2,Usually,1,0,None,1,R and R's Family,1,1,1,R and R's Family,0,None,0,None,1,Respondent,0,R's Family,0,None,0,None,0,None,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,0,Democrat,2,2,2,1,5
1.0614,1,1,4,Not at all,2,0,R's Family,0,None,1,1,0,None,0,R's Family,0,None,0,None,0,None,0,None,0,None,1,R and R's Family,None,0,Respondent,1,Respondent,1,None,0,None,0,None,0,None,0,None,0,0,Democrat,3,2,1,2,5
0.5481,7,1,1,Always,2,0,None,0,R's Family,0,1,0,R's Family,0,None,0,None,0,R's Family,0,None,0,None,0,None,0,None,None,0,R's Family,0,R's Family,0,None,0,None,0,None,0,None,0,R and R's Family,1,0,Democrat,1,2,1,2,2
0.9744,4,1,2,Usually,1,0,None,0,R's Family,0,1,0,None,0,None,0,R's Family,1,Respondent,0,None,0,None,0,None,0,R's Family,None,0,R's Family,0,R and R's Family,1,Respondent,1,None,0,None,0,Respondent,1,Respondent,1,1,Republican,1,1,1,2,6
0.5481,3,1,1,Always,4,0,None,1,Respondent,0,1,1,Respondent,0,None,0,None,0,None,0,None,0,None,0,None,0,None,None,0,R and R's Family,1,R's Family,0,R's Family,0,None,0,None,0,R's Family,0,None,0,0,Democrat,1,2,2,1,4
0.6786,3,1,1,Always,3,0,None,1,Respondent,0,1,1,Respondent,0,None,0,None,1,Respondent,0,None,0,None,0,None,0,None,None,0,R's Family,0,R's Family,0,None,0,None,0,None,0,Respondent,1,Respondent,1,1,Republican,1,1,2,1,6
1.0614,3,1,1,Always,3,0,R's Family,0,None,1,2,0,None,1,R and R's Family,0,None,0,None,0,None,0,R's Family,0,None,0,None,None,0,R and R's Family,1,R and R's Family,1,R's Family,0,None,0,None,0,None,0,R's Family,0,0,Democrat,1,2,2,2,5
3.7088,3,0,2,Usually,3,0,None,0,R's Family,0,1,0,R's Family,0,R's Family,1,R and R's Family,0,R's Family,0,R's Family,0,None,0,R's Family,0,None,None,0,R and R's Family,1,R and R's Family,1,R's Family,0,R's Family,0,R and R's Family,1,None,0,R and R's Family,1,0,Democrat,3,2,1,2,5
0.9744,4,1,2,Usually,1,0,None,0,R's Family,0,1,0,R's Family,0,None,1,R and R's Family,1,Respondent,0,None,0,None,0,None,0,None,None,0,None,0,None,0,R's Family,0,None,0,None,0,None,0,R and R's Family,1,1,Republican,3,1,2,1,4
1.7935999999999999,2,0,1,Always,3,0,None,0,R's Family,0,2,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,None,0,R's Family,0,R's Family,0,R's Family,0,R's Family,0,None,0,R's Family,0,R and R's Family,1,0,Democrat,3,2,2,2,1
1.0614,2,1,1,Always,4,0,None,0,None,0,1,0,None,0,None,1,R and R's Family,0,None,0,None,0,None,0,None,0,None,None,0,Respondent,1,Respondent,1,None,0,None,0,None,0,None,0,None,0,0,Democrat,1,2,1,1,4
0.5133,3,1,1,Always,4,0,None,0,None,0,1,0,R's Family,0,None,0,None,0,None,0,None,0,None,0,None,0,None,None,0,R's Family,0,None,0,None,0,None,0,None,0,None,0,R's Family,0,0,Democrat,1,2,2,1,1
0.6786,7,1,2,Usually,4,0,None,1,R and R's Family,0,2,1,R and R's Family,0,None,0,None,0,None,0,None,0,None,0,None,0,None,None,0,None,0,None,0,Respondent,1,None,0,None,0,Respondent,1,R and R's Family,1,0,Democrat,1,1,2,1,6
0.5133,6,1,1,Always,3,0,R's Family,0,R's Family,0,3,0,R's Family,0,R's Family,0,None,0,None,0,None,0,None,0,R's Family,0,None,None,0,None,0,Respondent,1,R's Family,0,None,0,None,0,None,0,R and R's Family,1,1,Republican,1,2,2,1,3
