followpa,readnews,tvnews,internet,contact,attend,contrib,workpol,joinint,regist,vote,union,profsoc,relorg,fratgrp,servgrp,polgrp,vetgrp,collgrp,neihgrp,schlgrp,ythgrp,sprtgrp,feegrps,board,attnrel,trustoff,obggrps,oppsucc,incdiff,haves,ineqinc,ineqfut,curinc,achieve,hardwork,classdiv,afirmact,upmobil,dwnmobil,gvtdomor,govtprog,headst,medicaid,fdstamp,welfare1,pubhous,schaid,collgrnt,socsec,medicare,medaid2,welfare2,eitc,collgrt2,stuloans,vetben,unemploy,govtpen,wrkcomp,fdstmp2,pubhou2,busloan,gibill,mtgdedt,headst2,wic,disabity,ptyid,politics,pres,longlive,worksit,healthin,maritial,children,race,econsit,feconsit,parents,coecosit,educ,agerec,courtnew,partback,judgelec,votejude,stjudele,goodjudg,coconfli,viewjudg,judgshie,judbckgr,ampeople,corctdec,judgacct,persbelf,mediacov,income,sexrec,tzone,agegrp,allwt,socsecsf,medcrsf,medcdsf,welfself,EITCself,colgself,stulnsel,vetbself,unempsel,govpensf,wkcmpsef,fdstpsel,pubhsslf,buslnsf,gibilsef,mtgdself,hdstrtsf,wicself,disblsef,soccitzn,soccit2,grntloan,votealwy,votescal,meantest,nonmeans,educrcd,incomercd,follorcd,trustofrd,gvtdomor2,govtprog2,unionrcd,nonmean2,meantst2,govprogr,sexrd,agerd,ptyidrd,polorit,oppsucrd,incdiffrd,havercd,ineqinrd,upmobrd,dwnmobrd,healthrcd,college,partyrd,partyrd2,govprord,income2,meantst3,over50,income4rcd
2,1,1,5,0,0,0,0,0,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,3,3,3,1,2,2,1,3,1,2,2,1,2,1,3,2,2,2,2,2,2,1,3,3,4,4,4,2,2,1,4,4,4,4,4,4,4,4,4,4,4,NA,2,2,12,4,4,2,1,2,2,2,1,2,2,65,3,2,1,1,3,3,3,1,1,2,NA,1,2,2,NA,NA,2,E,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,3,0,3,2,NA,3,0,3,3,0,3,0,1,2,65,NA,2,3,3,1,2,1,2,1,3,NA,NA,0,NA,0,1,4
1,1,1,5,1,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,6,2,3,3,3,1,3,1,1,1,2,1,2,3,1,1,3,3,1,1,1,3,NA,1,1,1,4,2,1,4,4,1,1,4,4,4,4,4,1,1,4,4,4,2,NA,2,44,4,2,4,1,2,2,3,1,1,2,70,2,1,1,1,2,3,1,2,1,1,1,1,2,1,2,2,1,C,4,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,7,3,0,1,3,1,6,2,2,4,0,3,3,1,6,1,1,1,70,2,NA,3,3,1,3,3,1,1,3,2,NA,0,2,0,1,2
2,2,5,2,1,1,0,0,0,1,2,2,1,1,1,2,2,2,2,2,2,2,1,2,2,3,2,2,2,3,1,1,2,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,4,4,4,4,3,3,2,4,4,4,4,4,4,4,4,3,4,4,1,4,NA,NA,10,1,2,2,1,2,2,2,2,2,3,51,2,2,1,2,NA,2,2,1,2,1,1,1,1,2,2,NA,2,E,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,4,2,1,0,2,2,1,3,NA,3,0,3,2,0,1,1,2,2,51,NA,NA,2,3,1,1,2,2,1,2,NA,NA,0,NA,0,1,4
2,4,1,5,1,0,0,0,0,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,1,2,1,3,2,2,3,1,2,2,2,NA,NA,3,1,NA,NA,NA,1,3,3,1,1,4,4,4,4,4,1,4,4,1,4,4,4,4,4,4,4,1,2,NA,1,15,7,2,2,1,2,3,2,1,2,1,54,2,2,3,1,2,NA,3,4,1,1,2,2,1,2,2,2,1,P,3,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,5,3,0,1,3,0,4,1,2,3,0,NA,3,0,4,0,1,1,54,2,NA,1,2,1,3,2,NA,1,1,2,NA,0,2,0,1,2
1,1,1,1,1,0,1,0,0,1,1,2,2,2,2,1,2,2,2,1,2,2,2,1,1,5,2,1,3,3,1,1,1,1,3,2,1,2,2,3,1,1,1,3,2,3,2,2,2,3,3,4,4,4,2,2,2,4,1,1,4,4,4,2,3,4,4,4,2,1,2,13,4,4,2,1,2,2,2,1,1,4,75,2,1,1,1,2,3,3,2,1,2,2,1,2,1,2,5,2,E,4,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,5,3,0,1,3,0,5,4,5,4,0,3,1,0,5,0,3,2,75,2,1,3,3,1,1,2,3,1,2,2,NA,1,5,0,1,4
1,1,2,5,0,0,0,0,0,1,2,2,1,1,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,3,1,1,1,1,3,1,1,NA,1,1,3,3,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,2,NA,NA,29,1,2,2,1,2,1,2,2,1,4,61,2,2,2,1,2,2,NA,2,1,1,1,NA,2,2,2,6,1,E,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,0,1,4,6,4,0,1,3,0,1,0,1,1,61,2,NA,2,3,1,1,1,1,1,2,2,NA,0,5,0,1,4
3,5,1,5,0,0,0,0,0,1,1,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,NA,NA,1,NA,2,NA,2,3,3,NA,NA,2,1,NA,NA,2,1,1,1,2,1,1,2,3,1,4,3,NA,NA,4,2,2,4,4,4,1,4,4,4,NA,2,4,NA,3,1,2,4,3,5,1,2,2,NA,1,2,1,78,2,3,NA,NA,NA,NA,NA,4,NA,NA,1,1,1,2,2,2,2,E,4,1,1,1,0,1,NA,NA,0,0,0,0,0,0,1,0,0,0,NA,0,0,NA,NA,NA,1,3,NA,2,1,2,2,NA,NA,2,0,2,NA,2,2,78,NA,3,1,NA,2,NA,1,NA,1,2,NA,NA,0,2,NA,1,2
1,1,1,5,1,1,0,0,0,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,3,1,3,1,1,3,1,1,2,3,2,1,NA,3,3,3,3,3,3,1,3,3,4,4,4,4,4,1,4,4,4,4,4,4,1,1,4,4,4,2,3,1,35,4,NA,2,1,6,3,3,2,2,2,74,2,2,1,1,1,NA,2,2,1,1,1,2,2,1,2,2,1,E,4,NA,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,5,3,0,1,3,0,5,2,2,4,0,3,NA,0,5,0,NA,1,74,2,3,1,3,1,3,3,2,NA,3,2,NA,NA,2,0,1,2
3,1,1,5,1,0,0,0,0,1,1,2,2,1,2,2,2,2,2,2,1,2,1,1,2,2,2,1,3,3,1,3,1,2,3,1,2,1,1,3,1,1,1,1,1,1,1,1,1,4,3,4,4,4,2,2,1,4,4,4,4,4,4,1,3,4,4,4,2,2,2,4,4,3,2,1,2,2,2,1,1,2,83,1,1,1,1,1,2,3,2,1,NA,NA,1,2,2,2,2,1,C,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,4,2,0,1,3,0,4,2,2,2,0,3,1,0,4,0,3,1,83,2,2,3,3,1,3,1,3,1,3,2,NA,1,2,0,1,2
1,1,2,2,0,0,0,0,0,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,3,2,1,2,2,3,1,1,1,1,2,NA,1,1,1,1,1,1,1,1,4,4,4,4,4,2,4,2,2,2,4,4,4,4,4,1,4,4,4,2,2,2,20,5,2,2,1,2,2,3,1,2,2,70,2,1,2,1,2,2,2,3,1,2,1,2,1,1,1,NA,2,P,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,3,0,1,2,NA,4,0,NA,1,0,1,0,3,2,70,2,2,1,3,2,1,1,2,1,3,2,NA,1,NA,0,1,4
1,3,2,5,0,0,0,0,0,1,1,2,2,1,2,2,2,2,2,2,1,2,2,1,2,4,1,1,2,3,1,NA,1,2,3,1,1,NA,NA,2,1,1,1,2,2,2,1,1,1,2,4,2,2,4,1,1,2,2,2,1,2,4,4,2,1,NA,4,2,4,2,2,30,2,3,2,1,2,1,2,1,2,3,56,1,1,1,1,2,3,3,3,2,NA,1,1,2,NA,NA,5,2,P,3,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,NA,0,0,NA,NA,1,1,3,NA,2,3,5,4,1,3,1,0,3,NA,3,2,56,NA,2,2,3,1,NA,NA,2,1,3,NA,NA,1,5,NA,1,4
1,1,1,5,1,0,0,0,0,1,2,2,1,2,2,1,2,2,1,1,2,2,1,1,2,4,1,1,2,2,1,3,3,2,2,1,1,1,3,3,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,1,2,1,4,4,4,4,4,4,1,4,4,4,2,3,1,7,6,2,4,1,1,1,1,1,1,2,51,2,3,1,2,NA,2,3,1,1,NA,1,1,2,1,1,3,1,E,3,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,3,2,1,0,2,0,2,2,3,4,1,3,1,0,3,0,3,1,51,2,3,2,2,1,3,3,3,1,3,2,NA,1,3,0,1,3
1,1,2,1,1,1,1,0,0,1,1,2,1,1,1,1,2,2,1,2,2,1,1,1,1,3,1,1,2,NA,2,2,3,2,3,1,1,2,1,2,3,1,2,2,3,2,NA,2,1,1,2,2,4,1,1,1,2,4,4,4,4,4,4,4,1,4,4,1,4,NA,1,20,1,4,2,1,7,1,1,1,1,4,60,1,1,3,1,1,2,3,3,1,1,1,2,NA,1,2,7,1,E,4,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,6,3,1,1,3,2,2,4,7,4,1,1,1,0,3,1,3,1,60,NA,NA,2,NA,2,2,1,2,1,3,NA,NA,1,5,0,1,4
1,2,1,2,1,0,1,1,0,1,1,2,1,1,1,2,2,1,1,1,2,2,1,1,2,4,1,2,1,3,1,1,1,2,3,1,1,1,2,2,1,3,1,3,2,3,3,1,1,2,4,4,4,4,1,3,3,4,4,4,4,4,1,3,4,4,4,2,2,2,NA,1,2,4,1,1,2,2,2,2,1,4,58,2,2,3,1,3,1,3,2,1,1,2,1,2,2,2,3,1,C,3,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,5,3,1,1,3,1,2,4,3,4,1,3,3,0,3,0,1,1,58,2,2,1,3,1,1,2,2,1,3,2,NA,0,3,0,1,3
1,1,1,4,1,1,0,0,0,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,5,2,2,3,3,1,1,1,2,3,1,1,1,2,1,3,3,1,3,2,3,3,NA,1,1,1,4,4,1,4,4,2,4,1,4,4,4,4,4,1,4,4,4,2,2,2,57,4,1,4,1,2,3,2,NA,1,1,57,1,2,2,2,NA,3,2,3,1,1,1,1,2,1,1,1,2,E,3,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,3,0,0,2,1,4,1,1,4,0,1,3,0,4,1,1,2,57,2,2,3,3,1,1,2,1,0,3,2,NA,0,1,0,1,1
1,1,1,4,0,0,0,0,0,1,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,3,2,NA,1,NA,2,3,3,NA,3,1,1,2,1,2,2,3,2,2,2,3,2,2,1,2,2,4,4,4,2,1,2,4,1,4,2,4,4,2,1,4,4,4,4,NA,1,2,4,4,4,2,2,2,2,1,2,3,50,2,2,NA,1,3,1,2,1,1,1,2,2,NA,2,NA,2,2,P,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,3,2,1,0,2,0,2,3,2,4,0,2,3,1,3,0,1,2,50,NA,NA,1,NA,2,3,1,2,1,3,NA,NA,0,2,0,1,2
3,4,1,5,0,0,0,0,0,1,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,3,3,2,1,2,1,1,1,3,2,1,1,1,2,2,3,1,1,1,4,1,1,1,1,4,4,4,4,4,1,1,4,4,1,1,1,1,2,NA,1,43,3,5,2,1,2,3,1,1,3,2,53,3,1,2,1,3,1,1,2,2,1,2,1,2,1,2,1,2,E,3,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,11,3,1,0,1,8,2,2,1,2,1,2,1,0,2,7,3,2,53,2,NA,1,2,1,3,1,3,1,3,2,NA,1,1,6,1,1
2,1,1,5,0,0,0,0,0,1,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,2,4,4,4,4,4,4,NA,4,4,2,2,2,4,2,NA,1,30,4,3,2,1,2,2,2,1,1,1,67,2,3,3,2,NA,2,1,2,1,1,1,1,2,2,1,2,2,E,4,1,1,1,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,0,0,1,NA,2,1,2,3,0,3,1,0,2,NA,3,2,67,2,NA,1,1,1,1,2,1,1,3,2,NA,1,2,NA,1,2
1,1,1,5,0,0,0,0,0,1,1,2,2,1,1,2,2,1,2,2,2,2,2,1,2,3,2,1,1,3,1,1,1,1,3,1,1,2,1,3,3,3,1,1,2,2,2,1,2,1,1,4,4,4,2,2,4,4,4,4,4,4,4,1,4,4,4,4,2,3,2,70,4,2,2,1,2,1,3,2,2,1,79,2,2,1,1,3,2,3,1,1,1,1,2,1,1,2,3,1,E,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,1,3,0,3,1,3,4,0,1,3,0,3,0,1,1,79,2,3,1,3,1,1,1,3,1,2,2,NA,0,3,0,1,3
1,1,1,5,0,0,0,0,0,1,1,2,NA,1,2,2,2,2,2,2,2,2,2,2,2,2,NA,3,3,1,1,1,1,1,3,1,1,1,1,1,3,2,1,1,3,1,3,1,2,1,1,1,2,1,1,4,1,4,4,4,4,4,4,1,4,4,4,4,2,2,2,76,4,2,2,1,2,2,2,1,2,2,76,1,1,1,2,NA,3,3,1,1,2,2,NA,2,1,2,2,1,E,4,NA,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,7,3,1,1,3,3,4,2,2,4,NA,1,2,0,4,2,2,1,76,2,2,3,1,1,1,1,1,1,2,2,NA,0,2,1,1,2
1,1,1,5,0,0,0,0,0,1,1,2,2,2,2,1,2,2,2,2,1,2,2,1,2,5,2,1,2,2,1,3,2,1,3,1,1,1,2,2,3,1,1,2,1,2,3,1,2,3,3,4,4,4,2,4,2,4,4,4,4,4,4,2,4,4,4,4,NA,2,2,72,4,6,2,1,2,1,2,1,2,1,72,3,3,3,1,2,3,2,1,1,1,NA,2,2,NA,1,4,2,P,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,3,0,2,1,4,4,0,1,1,0,2,0,3,2,72,NA,2,2,2,1,3,2,2,1,2,NA,NA,1,4,0,1,3
1,1,1,2,0,0,0,0,0,1,2,2,1,1,2,2,2,2,2,1,2,2,2,1,2,2,1,3,2,3,1,2,3,1,3,1,1,2,2,2,2,1,2,2,2,2,2,3,2,2,2,2,4,4,4,4,4,1,4,4,4,4,4,4,3,4,4,4,2,NA,1,30,1,2,2,1,2,1,1,1,1,2,60,2,2,1,1,2,3,3,2,1,1,1,1,2,1,2,4,2,E,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,0,2,0,2,2,4,4,1,2,1,0,2,0,3,2,60,2,NA,2,3,1,2,2,2,1,2,2,NA,1,4,0,1,3
1,2,1,5,0,1,0,0,0,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,3,3,1,2,NA,1,1,NA,NA,NA,1,1,1,NA,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,1,2,68,4,3,5,1,2,NA,NA,1,2,1,68,2,1,1,2,NA,3,1,3,2,1,1,NA,2,2,2,1,2,E,4,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,0,1,3,1,3,1,1,4,0,NA,1,0,3,1,3,2,68,NA,1,3,1,1,3,NA,NA,1,3,NA,NA,1,1,1,1,1
1,1,1,5,1,0,1,0,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,1,1,6,2,1,2,3,1,3,1,1,2,2,2,1,2,3,1,1,1,1,1,1,1,1,1,2,2,4,4,4,3,3,2,3,4,4,4,4,1,3,3,4,4,4,2,1,2,30,1,3,4,1,2,2,3,1,1,4,59,1,1,2,1,2,2,3,3,1,2,2,2,2,1,1,5,1,M,3,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,6,3,1,1,3,1,3,4,5,4,0,3,1,1,4,0,3,1,59,2,1,2,3,1,3,2,3,1,3,2,NA,1,5,0,1,4
2,4,2,1,1,0,0,0,0,1,1,2,1,2,2,2,2,1,2,1,2,2,2,1,2,6,1,2,1,1,2,1,1,2,3,2,1,2,2,3,3,3,3,1,1,3,3,2,1,2,4,4,4,4,1,1,3,3,4,4,4,4,4,3,1,4,4,4,2,NA,1,8,1,2,4,2,2,1,1,1,2,4,58,3,1,2,1,1,2,2,1,1,1,1,1,2,1,NA,4,1,Z,3,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,6,3,1,1,3,1,4,4,4,3,1,1,3,0,5,0,1,1,58,2,NA,1,1,2,1,2,3,1,3,2,NA,0,4,0,1,3
1,1,1,1,1,0,1,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,2,2,3,2,1,3,1,1,3,1,2,2,2,3,1,3,2,3,3,3,3,1,1,2,2,4,4,4,4,4,4,3,2,4,4,4,4,2,3,4,4,4,2,1,2,7,4,6,2,1,2,2,2,1,1,2,56,1,1,1,1,1,2,3,2,1,1,2,1,1,2,2,3,2,E,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,0,2,0,2,2,3,4,0,3,3,0,2,0,1,2,56,2,1,3,2,1,3,2,3,1,3,2,NA,0,3,0,1,3
1,2,2,2,1,1,1,0,0,1,1,2,1,1,2,2,2,2,2,2,2,2,1,1,1,3,1,2,3,3,1,1,1,1,2,2,1,1,3,1,1,2,1,1,1,2,1,1,1,3,2,4,4,4,4,2,4,4,4,1,4,4,2,4,3,4,4,4,2,1,2,5,2,3,4,1,2,3,2,3,2,3,64,2,2,1,1,1,2,3,3,1,1,1,2,2,2,2,2,2,M,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,2,0,1,3,0,3,3,2,4,1,3,2,0,3,0,2,2,64,2,1,3,3,1,1,3,1,1,3,2,NA,0,2,0,1,2
1,4,2,5,1,0,1,0,0,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,2,2,1,3,1,3,3,1,2,2,1,2,1,2,3,3,3,2,3,3,3,3,NA,1,1,4,4,1,4,4,1,1,4,4,4,4,4,4,1,4,4,4,4,NA,1,2,4,3,2,1,2,1,1,2,1,2,77,1,1,1,1,2,2,1,2,1,1,1,1,NA,1,2,NA,1,M,4,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,6,3,0,1,3,1,5,2,NA,4,0,1,3,0,5,1,1,1,77,NA,NA,1,3,1,3,1,2,1,NA,NA,NA,0,NA,0,1,4
2,2,4,5,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,4,2,1,2,1,1,2,2,1,1,1,2,1,3,1,1,1,1,3,1,1,3,3,3,1,1,2,4,1,1,1,1,4,1,4,4,4,4,4,4,4,4,4,2,3,2,1,1,2,4,1,2,3,2,2,2,1,52,3,2,1,2,NA,2,1,2,1,1,1,1,1,1,2,2,1,E,3,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,7,3,1,1,3,2,4,1,2,3,0,3,1,0,5,1,3,1,52,2,3,2,1,1,2,3,1,1,1,2,NA,1,2,0,1,2
1,1,1,5,1,1,0,0,0,1,1,2,2,1,2,2,2,2,2,2,1,2,1,1,2,1,2,1,3,3,1,1,1,1,NA,2,1,1,3,1,NA,3,3,3,3,3,3,3,2,3,2,2,4,4,4,4,4,1,4,1,4,4,4,4,4,4,4,NA,2,NA,2,25,4,3,4,1,6,3,3,3,1,3,62,1,3,1,1,1,NA,1,1,2,NA,1,2,2,1,2,2,1,E,4,NA,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,NA,NA,NA,0,1,3,0,3,3,2,4,0,NA,3,0,3,0,1,1,62,2,NA,3,3,1,1,3,1,1,2,2,NA,0,2,0,1,2
2,4,1,5,0,0,0,0,0,1,1,2,1,1,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,3,1,3,1,1,3,1,2,1,1,2,1,1,1,1,1,2,2,3,1,2,2,2,4,2,2,2,2,3,4,2,2,4,4,2,3,4,2,4,2,3,1,2,1,2,2,1,2,3,1,1,1,2,58,2,2,1,1,3,2,2,1,1,1,2,2,2,2,1,4,1,C,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,1,3,0,2,2,4,3,1,3,1,0,2,0,3,1,58,2,3,2,3,1,3,1,2,1,3,2,NA,1,4,0,1,3
2,5,1,5,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,5,2,2,2,3,1,3,2,1,3,1,1,1,1,3,1,3,1,1,1,1,2,2,1,3,1,1,4,4,2,2,4,2,4,3,3,1,4,4,4,4,2,1,2,1,2,60,5,2,4,1,2,3,2,2,2,1,61,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,I,4,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,7,3,0,0,2,3,3,1,1,3,0,3,3,0,3,3,1,2,61,2,1,2,3,1,3,1,3,1,3,2,NA,0,1,3,1,1
1,5,1,1,1,0,1,1,0,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,3,1,1,1,1,1,2,1,1,3,1,2,1,3,2,2,2,3,2,2,1,1,1,3,3,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,50,1,4,2,NA,2,3,3,1,1,4,56,1,1,3,1,3,3,3,3,1,1,1,2,2,1,2,NA,1,C,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,3,1,1,3,4,2,4,NA,4,0,2,1,0,3,3,3,1,56,NA,2,3,3,1,1,3,1,1,2,NA,NA,1,NA,2,1,4
1,1,1,5,1,1,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,4,2,1,3,3,1,1,1,1,2,2,2,1,3,1,1,1,1,3,1,2,2,NA,1,2,2,4,4,3,3,4,4,1,4,2,1,1,4,4,2,3,4,4,2,NA,2,57,5,1,4,1,2,3,1,3,3,2,57,1,1,3,NA,NA,3,NA,1,2,1,1,1,2,1,2,1,2,P,3,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,6,3,1,1,3,5,1,2,1,4,0,3,1,0,1,4,3,2,57,2,NA,3,3,1,1,3,1,0,3,2,NA,1,1,3,1,1
3,1,2,4,1,0,0,0,0,1,1,2,1,1,2,2,2,2,2,1,1,2,2,1,2,3,2,1,2,3,1,1,1,2,3,1,1,2,2,2,1,1,1,2,2,2,2,2,1,2,2,4,4,4,2,2,2,1,4,4,4,4,4,2,2,4,1,4,4,1,2,5,1,2,4,1,2,1,1,1,2,3,52,1,1,1,1,2,2,1,2,1,1,2,2,2,1,1,3,2,C,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,0,1,3,1,1,3,3,2,0,3,1,0,1,1,3,2,52,NA,1,2,3,1,1,2,2,1,3,NA,NA,1,3,1,1,3
2,1,1,1,1,1,1,0,0,1,1,2,2,1,2,1,1,2,1,1,2,2,1,1,2,2,1,1,1,3,NA,3,1,2,2,1,NA,1,2,2,2,2,2,1,1,2,3,2,1,4,NA,NA,4,2,2,2,2,4,3,4,4,4,4,4,3,4,4,4,2,3,NA,63,4,4,2,1,2,NA,2,1,1,4,63,1,NA,3,1,2,2,3,3,2,NA,2,1,2,2,2,5,2,E,4,1,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA,NA,0,1,3,NA,NA,4,5,3,1,2,2,0,NA,NA,2,2,63,2,3,1,3,NA,3,2,2,1,3,2,NA,0,5,NA,1,4
2,2,2,2,0,0,0,0,0,1,1,2,1,1,2,2,2,1,2,1,2,2,2,1,2,3,2,2,3,1,1,2,3,1,1,1,1,2,1,1,3,1,3,3,2,3,3,3,3,4,4,4,4,1,4,4,1,1,4,4,4,1,4,4,4,4,4,4,2,1,2,20,1,2,1,1,2,1,3,1,1,1,53,1,2,1,1,1,2,3,3,1,1,1,1,1,1,1,2,1,E,3,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,4,2,0,1,3,2,2,1,2,3,0,1,1,0,2,2,3,1,53,2,1,3,1,1,2,1,1,1,1,2,NA,1,2,1,1,2
2,2,5,5,0,0,0,0,0,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,3,3,1,1,NA,1,NA,2,2,NA,2,2,NA,NA,NA,2,3,3,1,3,1,2,2,4,4,4,1,1,2,4,4,4,4,4,4,2,1,4,4,4,NA,NA,NA,3,1,2,2,1,2,3,2,2,NA,3,58,2,3,2,1,3,2,3,3,1,1,1,2,2,2,2,4,2,E,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,3,2,1,0,2,1,1,3,4,3,1,NA,NA,0,2,0,NA,2,58,NA,NA,3,3,1,1,2,2,1,3,NA,NA,NA,4,0,1,3
1,1,5,2,0,0,1,0,0,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,NA,1,2,1,2,1,3,2,1,1,2,2,1,3,3,3,NA,NA,NA,NA,NA,1,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,1,35,4,3,2,1,2,1,1,1,2,2,75,1,1,2,1,2,2,NA,1,2,NA,1,1,2,1,2,NA,1,P,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,2,NA,4,0,1,3,1,1,0,1,1,75,2,3,1,2,1,2,2,1,1,3,2,NA,0,NA,0,1,4
1,2,1,1,1,0,0,0,0,1,1,2,1,1,1,2,2,2,1,2,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,NA,1,1,2,1,NA,3,3,2,1,2,2,2,2,2,1,4,4,4,3,4,4,4,4,1,4,4,4,4,1,4,4,4,2,3,1,21,4,2,2,1,2,1,3,1,2,3,62,1,1,1,1,1,2,2,3,2,1,1,1,1,1,2,4,1,E,4,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,4,2,1,1,3,1,3,3,4,4,0,NA,3,0,3,0,1,1,62,2,3,2,1,2,2,2,1,1,2,2,NA,0,4,0,1,3
